"","entry_exit_provider_program_type_code","ee_uid","client_id","client_age_at_entry","client_age_at_exit","client_gender","client_primary_race","client_ethnicity","client_veteran_status"
"17430","Emergency Shelter (HUD)",752291,395188,41,41,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17431","Emergency Shelter (HUD)",752292,423347,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17432","Emergency Shelter (HUD)",752293,305814,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17433","Emergency Shelter (HUD)",752294,387816,58,58,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17434","Emergency Shelter (HUD)",752295,422028,50,50,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17435","Emergency Shelter (HUD)",752296,314214,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17436","Emergency Shelter (HUD)",752297,398211,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17437","Emergency Shelter (HUD)",752298,386275,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17438","Emergency Shelter (HUD)",752299,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17439","Emergency Shelter (HUD)",752300,402794,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17440","Emergency Shelter (HUD)",752301,420878,21,21,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17441","Emergency Shelter (HUD)",752302,351765,33,33,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17442","Emergency Shelter (HUD)",752303,251735,44,44,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17443","Emergency Shelter (HUD)",752304,411063,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17444","Emergency Shelter (HUD)",752315,355961,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17445","Emergency Shelter (HUD)",752316,423909,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17446","Emergency Shelter (HUD)",752317,338467,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17447","Emergency Shelter (HUD)",752318,332822,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17448","Emergency Shelter (HUD)",752319,378217,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17449","Emergency Shelter (HUD)",752320,346406,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17450","Emergency Shelter (HUD)",752321,308925,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17451","Emergency Shelter (HUD)",752322,422972,44,44,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17452","Emergency Shelter (HUD)",752323,311232,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17453","Emergency Shelter (HUD)",752324,302619,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17454","Emergency Shelter (HUD)",752325,349530,49,49,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17455","Emergency Shelter (HUD)",752326,302538,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17456","Emergency Shelter (HUD)",752327,353225,53,53,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17457","Emergency Shelter (HUD)",752328,302479,57,57,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17458","Emergency Shelter (HUD)",752329,336499,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17459","Emergency Shelter (HUD)",752330,422489,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17460","Emergency Shelter (HUD)",752331,309048,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17461","Emergency Shelter (HUD)",752332,282894,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17462","Emergency Shelter (HUD)",752333,356941,62,62,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17463","Emergency Shelter (HUD)",752334,422781,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17464","Emergency Shelter (HUD)",752335,422807,51,51,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17465","Emergency Shelter (HUD)",752336,385875,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17466","Emergency Shelter (HUD)",752337,320086,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17467","Emergency Shelter (HUD)",752338,423127,18,18,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17468","Emergency Shelter (HUD)",752339,422297,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17469","Emergency Shelter (HUD)",752340,422697,25,25,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17470","Emergency Shelter (HUD)",752341,303903,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17471","Emergency Shelter (HUD)",752342,419924,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17472","Emergency Shelter (HUD)",752343,302475,58,58,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17473","Emergency Shelter (HUD)",752344,385415,46,46,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17474","Emergency Shelter (HUD)",752345,303477,60,60,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17475","Emergency Shelter (HUD)",752346,422495,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17476","Emergency Shelter (HUD)",752347,231777,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17477","Emergency Shelter (HUD)",752348,397185,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17478","Emergency Shelter (HUD)",752349,302238,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17479","Emergency Shelter (HUD)",752350,382291,67,67,"Male","American Indian or Alaska Native (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17480","Emergency Shelter (HUD)",752351,422032,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17481","Emergency Shelter (HUD)",752352,377179,23,23,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17482","Emergency Shelter (HUD)",752353,157511,55,55,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17483","Emergency Shelter (HUD)",752354,302595,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17484","Emergency Shelter (HUD)",752355,303445,42,42,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17485","Emergency Shelter (HUD)",752362,229562,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17486","Emergency Shelter (HUD)",752363,419660,43,43,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17487","Emergency Shelter (HUD)",752364,303313,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17488","Emergency Shelter (HUD)",752365,372786,29,29,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17489","Emergency Shelter (HUD)",752366,421865,61,61,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17490","Emergency Shelter (HUD)",752367,400511,19,19,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17491","Emergency Shelter (HUD)",752368,327617,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17492","Emergency Shelter (HUD)",752369,256656,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17493","Emergency Shelter (HUD)",752370,389569,51,51,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17494","Emergency Shelter (HUD)",752371,366117,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17495","Emergency Shelter (HUD)",752372,420801,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17496","Emergency Shelter (HUD)",752373,417993,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17497","Emergency Shelter (HUD)",752374,313688,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17498","Emergency Shelter (HUD)",752375,415413,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17499","Emergency Shelter (HUD)",752376,346587,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17500","Emergency Shelter (HUD)",752377,179102,65,65,"Male","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"17501","Emergency Shelter (HUD)",752378,303367,58,58,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17502","Emergency Shelter (HUD)",752379,349656,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17503","Emergency Shelter (HUD)",752380,299120,29,30,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17504","Emergency Shelter (HUD)",752381,419931,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17505","Emergency Shelter (HUD)",752382,416116,54,54,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17506","Emergency Shelter (HUD)",752403,418733,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17507","Emergency Shelter (HUD)",752694,412131,45,45,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17508","Emergency Shelter (HUD)",752695,385366,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17509","Emergency Shelter (HUD)",752696,359195,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17510","Emergency Shelter (HUD)",752697,338583,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17511","Emergency Shelter (HUD)",752698,423347,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17512","Emergency Shelter (HUD)",752699,380497,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17513","Emergency Shelter (HUD)",752700,307928,45,45,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17514","Emergency Shelter (HUD)",752701,306872,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17515","Emergency Shelter (HUD)",752702,323409,62,62,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17516","Emergency Shelter (HUD)",752703,370203,59,59,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17517","Emergency Shelter (HUD)",752704,307527,57,57,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17518","Emergency Shelter (HUD)",752705,389433,40,40,"Female","Native Hawaiian or Other Pacific Islander (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17519","Emergency Shelter (HUD)",752706,399367,54,54,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17520","Emergency Shelter (HUD)",752707,402794,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17521","Emergency Shelter (HUD)",752708,401079,55,55,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17522","Emergency Shelter (HUD)",752709,166151,61,61,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17523","Emergency Shelter (HUD)",752710,422274,24,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17524","Emergency Shelter (HUD)",752711,382146,28,28,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17525","Emergency Shelter (HUD)",752712,422751,19,19,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17526","Emergency Shelter (HUD)",752713,422028,50,50,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17527","Emergency Shelter (HUD)",752714,474350,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17528","Emergency Shelter (HUD)",752715,377217,20,20,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17529","Emergency Shelter (HUD)",752716,441493,41,41,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17530","Emergency Shelter (HUD)",752717,134203,58,58,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17531","Emergency Shelter (HUD)",752718,413992,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17532","Emergency Shelter (HUD)",752719,420878,21,21,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17533","Emergency Shelter (HUD)",752720,310259,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17534","Emergency Shelter (HUD)",752721,422813,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17535","Emergency Shelter (HUD)",752722,302497,66,66,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17536","Emergency Shelter (HUD)",752723,368325,23,23,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17537","Emergency Shelter (HUD)",752724,377203,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17538","Emergency Shelter (HUD)",752725,317053,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17539","Emergency Shelter (HUD)",752726,355961,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17540","Emergency Shelter (HUD)",752727,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17541","Emergency Shelter (HUD)",752728,400023,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17542","Emergency Shelter (HUD)",752732,305814,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17543","Emergency Shelter (HUD)",752733,386275,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17544","Emergency Shelter (HUD)",752734,303317,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17545","Emergency Shelter (HUD)",752735,415870,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17546","Emergency Shelter (HUD)",752736,401340,59,59,"Male","White (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"17547","Emergency Shelter (HUD)",752737,417789,34,34,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17548","Emergency Shelter (HUD)",752738,343803,62,62,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17549","Emergency Shelter (HUD)",752739,8338,40,40,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17550","Emergency Shelter (HUD)",752740,125101,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17551","Emergency Shelter (HUD)",752741,336873,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17552","Emergency Shelter (HUD)",752742,361988,63,63,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17553","Emergency Shelter (HUD)",752743,303486,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17554","Emergency Shelter (HUD)",752744,347332,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17555","Emergency Shelter (HUD)",752745,423650,34,34,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17556","Emergency Shelter (HUD)",752746,424195,52,52,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17557","Emergency Shelter (HUD)",752747,418755,43,43,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17558","Emergency Shelter (HUD)",752748,332822,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17559","Emergency Shelter (HUD)",752749,394682,37,37,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17560","Emergency Shelter (HUD)",752750,303789,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17561","Emergency Shelter (HUD)",752751,364222,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17562","Emergency Shelter (HUD)",752752,318015,49,49,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17563","Emergency Shelter (HUD)",752753,357253,32,32,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17564","Emergency Shelter (HUD)",752754,2697,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17565","Emergency Shelter (HUD)",752759,411063,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17566","Emergency Shelter (HUD)",752764,423909,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17567","Emergency Shelter (HUD)",752765,378217,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"17568","Emergency Shelter (HUD)",752766,302619,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"17569","Emergency Shelter (HUD)",752767,321872,46,46,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
